pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
RU	1	10850001	10900000	0.4675090252707581	19	1036	2216	691
RU	1	10900001	10950000	0.3874603733709053	25	1100	2839	986
EU	1	10900001	10950000	0.4102107198416065	25	14503	35355	420
EU	1	10950001	11000000	0.3993910726906975	26	14692	36786	420
RU	1	10950001	11000000	0.3924731182795699	26	1095	2790	1188
EU	1	11000001	11050000	0.4159206853402637	22	12963	31167	315
RU	1	11000001	11050000	0.4167018135807676	22	988	2371	995
EU	1	11050001	11100000	0.4319531375381158	36	21532	49848	1668
RU	1	11050001	11100000	0.4434508153603366	36	1686	3802	1706
EU	1	11100001	11150000	0.4180090282727489	15	8797	21045	420
RU	1	11100001	11150000	0.3914964108227499	15	709	1811	484
RU	1	11150001	11200000	0.4212962962962963	28	1365	3240	1044
EU	1	11150001	11200000	0.4076220583069898	28	16247	39858	210
EU	1	11200001	11250000	0.3743163760189867	41	21765	58146	525
RU	1	11200001	11250000	0.3500211237853823	41	1657	4734	1539
EU	1	11250001	11300000	0.3960106555779351	33	18285	46173	1050
RU	1	11250001	11300000	0.390332495110366	33	1397	3579	1470
EU	1	11300001	11350000	0.3997459547626265	49	27694	69279	840
RU	1	11300001	11350000	0.4193661971830986	49	2382	5680	1817
RU	1	11350001	11400000	0.4189145271368216	29	1289	3077	1360
EU	1	11350001	11400000	0.4197503885003885	29	17287	41184	315
EU	1	11400001	11450000	0.4415172162801512	35	21837	49459	626
RU	1	11400001	11450000	0.4554282868525896	35	1829	4016	1339
EU	1	11450001	11500000	0.3586803460068397	49	24962	69594	525
RU	1	11450001	11500000	0.3793877223914089	49	2367	6239	1258
EU	1	11500001	11550000	0.4039782145394269	63	35826	88683	1470
RU	1	11500001	11550000	0.4113502935420743	63	3153	7665	1974
RU	1	11550001	11600000	0.3832653565690273	63	3101	8091	1548
EU	1	11550001	11600000	0.4084466138706759	63	36567	89527	626
EU	1	11600001	11650000	0.4202788116800016	73	43021	102363	2100
RU	1	11600001	11650000	0.4177117993345278	73	3264	7814	3355
RU	1	11650001	11700000	0.4409818941504178	50	2533	5744	1906
EU	1	11650001	11700000	0.4376233967302529	50	30810	70403	1147
RU	1	11700001	11750000	0.356328082563824	48	1968	5523	1821
EU	1	11700001	11750000	0.3782160095649992	48	25623	67747	941
RU	1	11750001	11800000	0.4219734079776067	45	1809	4287	2598
EU	1	11750001	11800000	0.3972160869496131	45	24998	62933	1462
EU	1	11800001	11850000	0.3865666309396213	30	16230	41985	945
RU	1	11800001	11850000	0.3942148760330578	30	1431	3630	960
EU	1	11850001	11900000	0.3985749342163616	24	13481	33823	521
RU	1	11850001	11900000	0.4007858546168958	24	1224	3054	618
EU	1	11900001	11950000	0.4031511614196439	48	27353	67848	840
RU	1	11900001	11950000	0.396100278551532	48	2133	5385	1959
EU	1	11950001	12000000	0.3980422538675324	29	16184	40659	840
RU	1	11950001	12000000	0.4352941176470588	29	1369	3145	1292
RU	1	12000001	12050000	0.3439558104950074	45	1619	4707	2178
EU	1	12000001	12050000	0.3746020793802631	45	23888	63769	626
EU	1	12050001	12100000	0.4457134799774394	25	15805	35460	315
RU	1	12050001	12100000	0.4019536903039074	25	1111	2764	1061
EU	1	12100001	12150000	0.3594948128101037	36	18331	50991	525
RU	1	12100001	12150000	0.3536327298377615	36	1504	4253	1255
EU	1	12150001	12200000	0.3702925698941031	33	17099	46177	1046
RU	1	12150001	12200000	0.3535539215686274	33	1154	3264	1785
RU	1	12200001	12250000	0.3940581129611492	51	2414	6126	1677
EU	1	12200001	12250000	0.4180534122978966	51	30071	71931	1050
EU	1	12250001	12300000	0.3556731023538746	40	20172	56715	525
RU	1	12250001	12300000	0.3607420980302336	40	1575	4366	1754
EU	1	12300001	12350000	0.379766964466418	49	26270	69174	945
RU	1	12300001	12350000	0.3888218043815766	49	2254	5797	1700
EU	1	12350001	12400000	0.4115760386854831	43	25023	60798	735
RU	1	12350001	12400000	0.4267818574514039	43	1976	4630	1949
EU	1	12400001	12450000	0.3817119506774679	59	31947	83694	735
RU	1	12400001	12450000	0.3655484558040469	59	2746	7512	1515
RU	1	12450001	12500000	0.3990082014114057	46	2092	5243	1795
EU	1	12450001	12500000	0.3749025720966484	46	24050	64150	1676
RU	1	12500001	12550000	0.3811221617564271	48	2031	5329	2015
EU	1	12500001	12550000	0.4137518110049969	48	27987	67642	1046
RU	1	12550001	12600000	0.3851707858928075	59	2774	7202	1825
EU	1	12550001	12600000	0.3973753217406015	59	32884	82753	1676
RU	1	12600001	12650000	0.382210242587601	45	2127	5565	1320
EU	1	12600001	12650000	0.3881047284095349	45	24829	63975	420
RU	1	12650001	12700000	0.3971933144118574	54	2519	6342	1920
EU	1	12650001	12700000	0.4047868962925527	54	31237	77169	105
EU	1	12700001	12750000	0.4085318451885169	51	29429	72036	945
RU	1	12700001	12750000	0.3872932985204526	51	2225	5745	2058
EU	1	12750001	12800000	0.4432198588865427	41	25818	58251	420
RU	1	12750001	12800000	0.4383155397390272	41	2217	5058	1215
EU	1	12800001	12850000	0.3637600799154518	49	25126	69073	1046
RU	1	12800001	12850000	0.3457494207806095	49	1940	5611	1886
RU	1	12850001	12900000	0.4107204610951008	69	3563	8675	1882
EU	1	12850001	12900000	0.4137994367576834	69	40554	98004	735
EU	1	12900001	12950000	0.3772927231303873	67	35936	95247	630
RU	1	12900001	12950000	0.4021143803337154	67	3157	7851	2400
EU	1	12950001	13000000	0.4364408779797026	45	27738	63555	840
RU	1	12950001	13000000	0.4563071954064238	45	2543	5573	1312
EU	1	13000001	13050000	0.3997055303102524	67	37735	94407	1470
RU	1	13000001	13050000	0.4182712003277345	67	3063	7323	2928
RU	1	13050001	13100000	0.3992984153864763	67	3301	8267	1984
EU	1	13050001	13100000	0.4116410653814715	67	38777	94201	1676
RU	1	13100001	13150000	0.3895159747465085	47	2036	5227	1964
EU	1	13100001	13150000	0.3882590300676031	47	25787	66417	840
EU	1	13150001	13200000	0.3834025929557517	46	24634	64251	1575
RU	1	13150001	13200000	0.3845193508114856	46	2156	5607	1431
EU	1	13200001	13250000	0.3724817635087238	62	32578	87462	1260
RU	1	13200001	13250000	0.3744816145977329	62	2709	7234	2252
EU	1	13250001	13300000	0.4132794337583108	48	27910	67533	1155
RU	1	13250001	13300000	0.3983301443729344	48	2290	5749	1595
EU	1	13300001	13350000	0.4048596357335863	69	39256	96962	1777
RU	1	13300001	13350000	0.4212868310282622	69	3503	8315	2242
EU	1	13350001	13400000	0.4123216169692931	51	29702	72036	945
RU	1	13350001	13400000	0.4031209362808842	51	2480	6152	1651
RU	1	13400001	13450000	0.4009304292662296	43	1896	4729	1850
EU	1	13400001	13450000	0.4102086003962242	43	24640	60067	1466
EU	1	13450001	13500000	0.3957955113531717	27	15043	38007	630
RU	1	13450001	13500000	0.3494623655913978	27	910	2604	1527
RU	1	13500001	13550000	0.3988269794721407	24	1088	2728	944
EU	1	13500001	13550000	0.4166813148180699	24	14223	34134	210
EU	1	13550001	13600000	0.4338015196868524	43	26376	60802	731
RU	1	13550001	13600000	0.4301895011979961	43	1975	4591	1988
EU	1	13600001	13650000	0.4232300670098087	29	17432	41188	311
RU	1	13600001	13650000	0.449778024417314	29	1621	3604	833
EU	1	13650001	13700000	0.4355179704016913	35	21630	49665	420
RU	1	13650001	13700000	0.4322548028311426	35	1710	3956	1399
EU	1	13700001	13750000	0.3790528391624616	49	26141	68964	1155
RU	1	13700001	13750000	0.3821010312882363	49	2186	5721	1776
EU	1	13750001	13800000	0.419121473051681	42	24970	59577	525
RU	1	13750001	13800000	0.3961063272182703	42	2116	5342	1084
EU	1	13800001	13850000	0.3928612790401408	61	33922	86346	945
RU	1	13800001	13850000	0.3868174835916771	61	2770	7161	2172
EU	1	13850001	13900000	0.4226594650205761	55	32866	77760	945
RU	1	13850001	13900000	0.4329666826080025	55	2716	6273	2142
EU	1	13900001	13950000	0.4059961315280464	55	31485	77550	1155
RU	1	13900001	13950000	0.3846016114592659	55	2148	5585	2830
RU	1	13950001	14000000	0.4113535629048755	48	2413	5866	1478
EU	1	13950001	14000000	0.4075433321542271	48	27651	67848	840
EU	1	14000001	14050000	0.3940105695830886	47	26169	66417	840
RU	1	14000001	14050000	0.3894013383975402	47	2153	5529	1662
EU	1	14050001	14100000	0.3869584149793164	65	35546	91860	1155
RU	1	14050001	14100000	0.3885450794806455	65	3202	8241	1704
RU	1	14100001	14150000	0.3875514729173265	57	2447	6314	2407
EU	1	14100001	14150000	0.3964834448705416	57	31637	79794	1773
RU	1	14150001	14200000	0.3772378516624041	54	2360	6256	2006
EU	1	14150001	14200000	0.3791743636101612	54	28942	76329	945
EU	1	14200001	14250000	0.3818551657205153	53	28722	75217	626
RU	1	14200001	14250000	0.3718938885157824	53	2215	5956	2153
EU	1	14250001	14300000	0.4018527907083928	46	26157	65091	735
RU	1	14250001	14300000	0.3978991596638655	46	1894	4760	2278
EU	1	14300001	14350000	0.3998513156130793	58	32809	82053	945
RU	1	14300001	14350000	0.3785139036620574	58	2491	6581	2293
EU	1	14350001	14400000	0.3772607193659825	63	33417	88578	1575
RU	1	14350001	14400000	0.3735066299067874	63	2845	7617	2022
RU	1	14400001	14450000	0.431378918304369	54	2656	6157	2105
EU	1	14400001	14450000	0.4272889549049499	54	32794	76749	525
EU	1	14450001	14500000	0.3957632152049099	50	27986	70714	836
RU	1	14450001	14500000	0.3936246418338109	50	2198	5584	2066
EU	1	14500001	14550000	0.4116017926380986	42	24522	59577	525
RU	1	14500001	14550000	0.4315527474631437	42	2254	5223	1203
EU	1	14550001	14600000	0.4059115083674435	51	29155	71826	1155
RU	1	14550001	14600000	0.4008970156977747	51	2324	5797	2006
EU	1	14600001	14650000	0.4072141229812688	63	36284	89103	1050
RU	1	14600001	14650000	0.3976196916418718	63	2940	7394	2245
EU	1	14650001	14700000	0.4003720735238245	54	30560	76329	945
RU	1	14650001	14700000	0.396199042506891	54	2731	6893	1369
RU	1	14700001	14750000	0.3967711890717169	56	2556	6442	2126
EU	1	14700001	14750000	0.4083464865206136	56	32339	79195	941
RU	1	14750001	14800000	0.3814480330629113	61	2492	6533	2800
EU	1	14750001	14800000	0.395108053644639	61	34116	86346	945
RU	1	14800001	14850000	0.3587131367292225	66	2676	7460	2638
EU	1	14800001	14850000	0.3609808560980856	66	33564	92980	1466
EU	1	14850001	14900000	0.4081621085447073	75	43206	105855	1470
RU	1	14850001	14900000	0.3859803674804933	75	3067	7946	3529
EU	1	14900001	14950000	0.4231151401309431	52	31085	73467	945
RU	1	14900001	14950000	0.4283038147138964	52	2515	5872	2084
RU	1	14950001	15000000	0.402279951770251	79	3670	9123	2964
EU	1	14950001	15000000	0.4022020841153234	79	45004	111894	1155
RU	1	15000001	15050000	0.3994207096307023	61	2758	6905	2428
EU	1	15000001	15050000	0.4185345529874543	61	35963	85926	1365
EU	1	15050001	15100000	0.39142567224759	53	29317	74898	945
RU	1	15050001	15100000	0.3746192893401015	53	2214	5910	2199
EU	1	15100001	15150000	0.3844995584126019	49	26557	69069	1050
RU	1	15100001	15150000	0.3789731051344743	49	2170	5726	1771
EU	1	15150001	15200000	0.4164473602925732	57	33706	80937	630
RU	1	15150001	15200000	0.4126031507876969	57	2750	6665	2056
EU	1	15200001	15250000	0.4208077282957793	56	33280	79086	1050
RU	1	15200001	15250000	0.3941790572603606	56	2492	6322	2246
RU	1	15250001	15300000	0.4256309289421872	48	2378	5587	1757
EU	1	15250001	15300000	0.4204065919421946	48	28393	67537	1151
RU	1	15300001	15350000	0.3758273381294964	59	2612	6950	2077
EU	1	15300001	15350000	0.3973682943272657	59	33007	83064	1365
RU	1	15350001	15400000	0.414317673378076	76	3704	8940	2688
EU	1	15350001	15400000	0.4224318266716473	76	45234	107080	1676
EU	1	15400001	15450000	0.4327971646673936	58	34925	80696	2302
RU	1	15400001	15450000	0.4327288064107971	58	3078	7113	1761
RU	1	15450001	15500000	0.461026102610261	50	2561	5555	2095
EU	1	15450001	15500000	0.4489078014184397	50	31648	70500	1050
RU	1	15500001	15550000	0.4307783719548425	56	2900	6732	1836
EU	1	15500001	15550000	0.4288801321977882	56	33740	78670	1466
RU	1	15550001	15600000	0.4304530033925364	39	2157	5011	956
EU	1	15550001	15600000	0.437704977114643	39	24290	55494	315
RU	1	15600001	15650000	0.4170663138746486	54	2522	6047	2215
EU	1	15600001	15650000	0.4099771094798327	54	31164	76014	1260
RU	1	15650001	15700000	0.4317611309287885	72	3268	7569	3447
EU	1	15650001	15700000	0.440790323702754	72	44351	100617	2415
RU	1	15700001	15750000	0.3788145812076802	89	4084	10781	2836
EU	1	15700001	15750000	0.3941748977311998	89	49046	124427	2932
EU	1	15750001	15800000	0.3982847118445844	66	36780	92346	2100
RU	1	15750001	15800000	0.4023282589228604	66	3145	7817	2281
EU	1	15800001	15850000	0.4040591587169473	89	50488	124952	2407
RU	1	15800001	15850000	0.4067259531840949	89	3979	9783	3834
RU	1	15850001	15900000	0.434117003827228	68	3176	7316	3088
EU	1	15850001	15900000	0.4417768742271498	68	42157	95426	1882
RU	1	15900001	15950000	0.4236427320490368	47	2419	5710	1481
EU	1	15900001	15950000	0.4355931187436312	47	29068	66732	525
EU	1	15950001	16000000	0.4209503621268327	20	11915	28305	315
RU	1	15950001	16000000	0.4441061331013484	20	1021	2299	761
RU	1	16000001	16050000	0.4249913882190837	99	4935	11612	3535
EU	1	16000001	16050000	0.4102144037543907	99	57341	139783	1886
EU	1	16050001	16100000	0.4130682511904277	70	40598	98284	1886
RU	1	16050001	16100000	0.4231636406787706	70	3566	8427	2283
EU	1	16100001	16150000	0.4123462154748649	131	75915	184105	3356
RU	1	16100001	16150000	0.4006041519377852	131	6233	15559	4484
EU	1	16150001	16200000	0.4241427900422733	103	61404	144772	2621
RU	1	16150001	16200000	0.4134206497703691	103	4861	11758	4001
EU	1	16200001	16250000	0.4077501445922498	64	36660	89908	1676
RU	1	16200001	16250000	0.3894736842105263	64	2960	7600	2192
EU	1	16250001	16300000	0.4117715275308088	92	53261	129346	2306
RU	1	16250001	16300000	0.415903787470831	92	4634	11142	2934
RU	1	16300001	16350000	0.3973400886637112	72	3137	7895	3121
EU	1	16300001	16350000	0.4112202790332089	72	41854	101780	1252
RU	1	16350001	16400000	0.4281169519769732	60	2826	6601	2579
EU	1	16350001	16400000	0.4182058204393278	60	35164	84083	1777
RU	1	16400001	16450000	0.4158251945042212	50	2512	6041	1609
EU	1	16400001	16450000	0.4138204924543288	50	29176	70504	1046
EU	1	16450001	16500000	0.4059635830380056	64	36542	90013	1571
RU	1	16450001	16500000	0.3953912251008983	64	3037	7681	2111
EU	1	16500001	16550000	0.4082584685095737	90	51897	127118	1672
RU	1	16500001	16550000	0.4139259537680887	90	4405	10642	3128
EU	1	16550001	16600000	0.3682630423497182	114	58879	159883	3251
RU	1	16550001	16600000	0.385031153817281	114	5129	13321	4121
EU	1	16600001	16650000	0.4183367570595925	73	42562	101741	2722
RU	1	16600001	16650000	0.4001805519731751	73	3103	7754	3415
RU	1	16650001	16700000	0.3898429319371728	104	3723	9550	6362
EU	1	16650001	16700000	0.4119908188379746	104	59592	144644	4180
RU	1	16700001	16750000	0.3787655643325746	70	2829	7469	3241
EU	1	16700001	16750000	0.3944846329900278	70	38609	97872	2298
EU	1	16750001	16800000	0.4163672529967403	69	39980	96021	2718
RU	1	16750001	16800000	0.4378690284487386	69	3263	7452	3105
RU	1	16800001	16850000	0.3955004890772742	56	2426	6134	2434
EU	1	16800001	16850000	0.4099811384130429	56	31735	77406	2730
EU	1	16850001	16900000	0.4015392705196233	75	41999	104595	2730
RU	1	16850001	16900000	0.3824896062606994	75	3128	8178	3297
EU	1	16900001	16950000	0.4074729945103595	60	34515	84705	1155
RU	1	16900001	16950000	0.4132102272727272	60	2909	7040	2140
EU	1	16950001	17000000	0.3648602002071108	58	29596	81116	1882
RU	1	16950001	17000000	0.3389090909090909	58	2330	6875	1999
RU	1	17000001	17050000	0.3901742788461538	56	2597	6656	1912
EU	1	17000001	17050000	0.3926900806594351	56	31061	79098	1038
RU	1	17050001	17100000	0.4145299145299145	50	2231	5382	2268
EU	1	17050001	17100000	0.4074936766744309	50	28516	69979	1571
RU	1	17100001	17150000	0.4423076923076923	56	2645	5980	2588
EU	1	17100001	17150000	0.4228975574564567	56	32827	77624	2512
EU	1	17150001	17200000	0.430080434150596	66	39942	92871	1575
RU	1	17150001	17200000	0.3886576482830385	66	2988	7688	2410
RU	1	17200001	17250000	0.4164673479741972	127	5746	13797	5634
EU	1	17200001	17250000	0.4196812632666584	127	74736	178078	3659
EU	1	17250001	17300000	0.4163152303383446	88	51728	124252	1676
RU	1	17250001	17300000	0.4249291784702549	88	4800	11296	2168
RU	1	17300001	17350000	0.4167295597484277	68	3313	7950	2454
EU	1	17300001	17350000	0.4122076274271213	68	39635	96153	1155
RU	1	17350001	17400000	0.4090656505517187	101	5153	12597	2856
EU	1	17350001	17400000	0.421442642718433	101	60115	142641	1890
EU	1	17400001	17450000	0.4275885275713447	99	59723	139674	1995
RU	1	17400001	17450000	0.4119102465659927	99	4828	11721	3426
EU	1	17450001	17500000	0.4069441761638014	88	50562	124248	1680
RU	1	17450001	17500000	0.3933958054439982	88	4408	11205	2259
EU	1	17500001	17550000	0.4195836889169233	96	56541	134755	2621
RU	1	17500001	17550000	0.4166392092257002	96	5058	12140	2548
RU	1	17550001	17600000	0.4028713741576326	121	5500	13652	4861
EU	1	17550001	17600000	0.3974278987639788	121	67523	169900	3251
EU	1	17600001	17650000	0.4029269750908181	109	62002	153879	2100
RU	1	17600001	17650000	0.3912390290187396	109	4948	12647	4030
RU	1	17650001	17700000	0.4178621008792226	39	1806	4322	1645
EU	1	17650001	17700000	0.4210794389973259	39	23148	54973	836
RU	1	17700001	17750000	0.4341507720254314	65	3346	7707	2238
EU	1	17700001	17750000	0.4232119635890767	65	39054	92280	735
RU	1	17750001	17800000	0.4012997562956945	80	3458	8617	3623
EU	1	17750001	17800000	0.4246216121084125	80	48254	113640	840
EU	1	17800001	17850000	0.4094569048008029	91	52632	128541	1680
RU	1	17800001	17850000	0.3927113702623906	91	4041	10290	3633
EU	1	17850001	17900000	0.4140252632342014	78	45691	110358	1260
RU	1	17850001	17900000	0.4158223755119637	78	3858	9278	2656
EU	1	17900001	17950000	0.4156919800700636	87	51143	123031	1466
RU	1	17900001	17950000	0.4162293096487687	87	4124	9908	3403
EU	1	17950001	18000000	0.393080040526849	70	38797	98700	1470
RU	1	17950001	18000000	0.4050766171482045	70	3463	8549	2161
RU	1	18000001	18050000	0.4188606988989947	19	875	2089	818
EU	1	18000001	18050000	0.4222419140451927	19	11436	27084	105
EU	1	18050001	18100000	0.4270031755848666	60	35902	84079	1781
RU	1	18050001	18100000	0.4183717269995707	60	2924	6989	2191
EU	1	18100001	18150000	0.4098455370828912	60	34759	84810	1050
RU	1	18100001	18150000	0.4034482758620689	60	2691	6670	2510
EU	1	18150001	18200000	0.403899592441645	46	26163	64776	1050
RU	1	18150001	18200000	0.4252043337768485	46	2237	5261	1777
EU	1	18200001	18250000	0.4106014477423865	77	44641	108721	1466
RU	1	18200001	18250000	0.3870503597122302	77	3497	9035	2746
EU	1	18250001	18300000	0.4366758161537113	61	37386	85615	1676
RU	1	18250001	18300000	0.4312982266143224	61	3186	7387	1946
RU	1	18300001	18350000	0.4408508158508158	58	3026	6864	2010
EU	1	18300001	18350000	0.4281640764834405	58	34686	81011	1987
EU	1	18350001	18400000	0.4152830821841193	89	51976	125158	2201
RU	1	18350001	18400000	0.4093927437205273	89	4254	10391	3226
RU	1	18400001	18450000	0.4205378973105134	70	3440	8180	2530
EU	1	18400001	18450000	0.4344822710792878	70	43022	99019	1151
RU	1	18450001	18500000	0.3935875680985978	89	4407	11197	2420
EU	1	18450001	18500000	0.409511594581542	89	51725	126309	1050
EU	1	18500001	18550000	0.3938334967958179	75	41360	105019	2306
RU	1	18500001	18550000	0.3889201033824025	75	3461	8899	2576
EU	1	18550001	18600000	0.4003982094694777	100	56710	141634	1466
RU	1	18550001	18600000	0.3961613302671148	100	4479	11306	3994
RU	1	18600001	18650000	0.4203591267278129	72	3254	7741	3275
EU	1	18600001	18650000	0.4194316995845066	72	42600	101566	1466
RU	1	18650001	18700000	0.4054665224658342	87	4124	10171	3140
EU	1	18650001	18700000	0.4072559377459691	87	50189	123237	1260
EU	1	18700001	18750000	0.4252155360097535	65	39062	91864	1151
RU	1	18700001	18750000	0.4257294429708222	65	3210	7540	2405
EU	1	18750001	18800000	0.4130770196810133	79	46049	111478	1571
RU	1	18750001	18800000	0.3999575866822182	79	3772	9431	2656
EU	1	18800001	18850000	0.412777851723679	80	46518	112695	1785
RU	1	18800001	18850000	0.404656677805325	80	3754	9277	2963
EU	1	18850001	18900000	0.3809177532597793	85	45573	119640	1995
RU	1	18850001	18900000	0.3593964334705075	85	3668	10206	2799
EU	1	18900001	18950000	0.421020135465143	77	45687	108515	1672
RU	1	18900001	18950000	0.4258895437677363	77	3902	9162	2619
RU	1	18950001	19000000	0.4143216381271704	71	3460	8351	2512
EU	1	18950001	19000000	0.4117829364365265	71	41189	100026	1575
EU	1	19000001	19050000	0.4081411916424864	68	39244	96153	1155
RU	1	19000001	19050000	0.3966305341517566	68	3037	7657	2747
